name,list1,list2,list3,list4
社團法人雲林縣聲暉協進會,1,0,1,0
社團法人雲林縣虎尾殘障福利協會,1,0,1,0
雲林縣貓兒干文史協會,1,1,0,0
社團法人雲林縣台西身心障礙者福利協會,1,0,1,0
社團法人彰化縣自閉症肯納家長協會,1,0,1,0
財團法人彰化縣私立秀和慈善事業基金會,1,0,0,1
財團法人彰化縣私立慈生仁愛院,1,0,1,0
社團法人彰化縣脊髓損傷重建協會,1,0,1,0
財團法人天主教會台中教區附設彰化縣私立聖智啟智中心,1,0,1,0
社團法人彰化縣秀水鄉雅興社區發展協會,1,0,1,0
社團法人彰化縣愛加倍社區服務協會,1,0,1,0
財團法人愛家文化事業基金會,0,1,0,1
財團法人慈興文教基金會,0,1,1,0
財團法人礦工兒子教育基金會,0,1,0,1
財團法人十方啟智文教基金會附設十方啟能中心,0,1,1,0
財團法人臺北市華書慈善基金會,0,1,0,1
財團法人臺北市松陽社會福利事業基金會,0,1,1,0
財團法人桃園市私立仁友愛心家園,0,1,0,1
財團法人天主教會台中教區附設南投縣私立復活啟智中心,0,1,1,0
財團法人宜蘭縣私立天主教弘道仁愛之家,0,1,1,0
財團法人彰化縣私立青山社會福利慈善事業基金會,0,1,1,0
財團法人忠義社會福利事業基金會,0,1,1,0
高雄市音樂養生慈善公益協會,0,1,1,0
社團法人高雄市彩色頁女性願景協會,0,1,1,0
社團法人高雄市脊髓損傷者協會,0,1,1,0
社團法人高雄市亞鐳慈善會,0,1,1,0
社團法人高雄市注意力缺陷過動症協會,0,1,1,0
社團法人基隆市智障者家長協會,0,1,1,0
社團法人苗栗縣身心障礙福利協進會,0,1,1,0
社團法人苗栗縣自閉症協進會,0,1,1,0
社團法人南投縣基督教青年會,0,1,1,0
社團法人南投縣聾啞福利協進會,0,1,1,0
社團法人屏東縣向陽啟能協會,0,1,1,0
社團法人屏東縣原住民全人關懷促進協會,0,1,1,0
社團法人台北市恩加貧困家庭協會,0,1,1,0
社團法人台灣同志諮詢熱線協會,0,1,1,0
社團法人台灣應用行為分析協會,0,1,1,0
社團法人台中市慈善撒瑪黎雅婦女關懷協會,0,1,1,0
社團法人台中市脊髓損傷者協會,0,1,1,0
社團法人台中市晚晴婦女協會,0,1,1,0
社團法人臺南市以琳之家關懷協會,0,1,0,1
社團法人臺灣圓愛全人關懷協會,0,1,1,0
社團法人臺中市山海屯啟智協會,0,1,1,0
社團法人新北市視障協會,0,1,1,0
社團法人新北市智障者家長協會,0,1,1,0
社團法人宜蘭縣生命線協會,0,1,1,0
社團法人宜蘭縣智障者權益促進會,0,1,1,0
社團法人雲林縣盲人褔利協進會,0,1,1,0
社團法人彰化縣聾人協會,0,1,1,0
社團法人中華好家庭關懷協會,0,1,1,0
社團法人中華民國更生少年關懷協會,0,1,0,1
社團法人中華民國紅心字會,0,1,0,1
社團法人中華民國貓頭鷹親子教育協會,0,1,1,0
社團法人中華民國雲水蘭若文教協會,0,1,1,0
台中市山海屯聲暉協進會,0,1,1,0
中華民國紅十字會新高雄分會,0,1,1,0
財團法人罕見疾病基金會,0,0,1,1
財團法人蘭智社會福利基金會,0,0,1,1
財團法人門諾社會福利慈善事業基金會,0,0,1,1
財團法人苗栗縣私立幼安教養院,0,0,1,1
財團法人屏東基督教勝利之家,0,0,1,1
財團法人普仁青年關懷基金會,0,0,1,1
財團法人私立天主教中華聖母社會福利慈善事業基金會,0,0,1,1
財團法人台灣痲瘋救濟基金會,0,0,1,1
財團法人台中市私立康善社會福利慈善事業基金會,0,0,1,1
財團法人台中市私立張秀菊社會福利慈善事業基金會,0,0,1,1
財團法人臺南市私立天主教美善社會福利基金會,0,0,1,1
財團法人臺中市私立信望愛智能發展中心,0,0,1,1
財團法人桃園縣私立脊髓損傷潛能發展中心,0,0,1,1
財團法人桃園縣私立真善美啟能發展中心,0,0,1,1
財團法人天主教失智老人社會福利基金會,0,0,1,1
財團法人現代婦女教育基金會,0,0,1,1
財團法人新竹市私立天主教仁愛啟智中心,0,0,1,1
財團法人雅文兒童聽語文教基金會,0,0,1,1
財團法人一粒麥子社會福利慈善事業基金會,0,0,1,1
財團法人愚人之友社會福利慈善事業基金會,0,0,1,1
財團法人中華民國兒童福利聯盟文教基金會,0,0,1,1
財團法人中華民國兒童燙傷基金會,0,0,1,1
社團法人恩物社會服務推廣協會,0,0,1,1
社團法人高雄市身心障礙團體聯合總會,0,0,1,1
社團法人嘉義縣身心障礙者聯合會,0,0,1,1
社團法人苗栗縣生命線協會,0,0,1,1
社團法人台北市八頭里仁協會,0,0,1,1
社團法人台灣彩虹原住民關懷協會,0,0,1,1
社團法人台灣防暴聯盟,0,0,1,1
社團法人彰化縣基督教青年會,0,0,1,1
社團法人中華民國得勝者教育協會,0,0,1,1
社團法人中華民國肌萎縮症病友協會,0,0,1,1
社團法人中華民國器官捐贈協會,0,0,1,1
社團法人中華民國生活調適愛心會,0,0,1,1
社團法人中華青少年純潔運動協會,0,0,1,1
人權學堂,1,0,0,0
高雄市私立淨覺社會福利基金會,1,0,0,0
財團法人台南市私立荷園社會福利慈善事業基金會,1,0,0,0
高雄市數學讀書會(原高雄縣阿蓮鄉數學讀書會),1,0,0,0
財團法人三發教育基金會,1,0,0,0
火鳳凰文教基金會,1,0,0,0
高雄縣私立永安養護中心,1,0,0,0
財團法人高雄縣私立張簡秋風社會福利慈善事業基金會,1,0,0,0
高雄市立凱旋醫院附設大寮養護中心,1,0,0,0
財團法人高雄市私立永安兒童之家,1,0,0,0
財團法人高雄市私立永安老人養護中心,1,0,0,0
財團法人高雄市私立安安家園,1,0,0,0
社團法人台灣鯤志關懷協進會,1,0,0,0
社團法人高雄市原住民婦女成長協會,1,0,0,0
佛光山文教基金會,1,0,0,0
財團法人農友社會福利基金會,1,0,0,0
社團法人高雄市天祥宇宙聖道會,1,0,0,0
有限責任高雄市安祥照顧服務勞動合作社,1,0,0,0
社團法人高雄市源生慈善會,1,0,0,0
天主教聖母無原罪方濟傳教修女會,1,0,0,0
高雄市社福慈善團體聯合會,1,0,0,0
鳳山公共托嬰中心暨育兒資源中心,1,0,0,0
中華民國紅十字會台灣省高雄縣支會,1,0,0,0
高雄縣老人公寓,1,0,0,0
財團法人高雄市私立紅十字會育幼中心慈暉園,1,0,0,0
社團法人高雄市勞動生活教育促進會,1,0,0,0
伊甸社會福利基金會高雄縣職業重建中心,1,0,0,0
財團法人高雄市郭吳麗珠社會福利慈善事業基金會,1,0,0,0
高雄縣生命義工協會,1,0,0,0
社團法人高雄市第一褓姆協會,1,0,0,0
高雄縣灼燙傷協會,1,0,0,0
有限責任高雄市協和照顧服務勞動合作社,1,0,0,0
財團法人伊甸社會福利基金會附設溫馨家園,1,0,0,0
社團法人中華民國青年社會服務推展協會,1,0,0,0
高雄縣兒童發展療育協會,1,0,0,0
佛明社區復健中心,1,0,0,0
社團法人高雄市聾人協會,1,0,0,0
高雄市青少年關懷協會,1,0,0,0
南區環保科技園區 綠環境館,1,0,0,0
社團法人高雄市樂齡照顧關懷協會,1,0,0,0
高雄市岡山身心障礙福利服務中心,1,0,0,0
高雄市岡山公共托嬰中心及育兒資源中心,1,0,0,0
社團法人高雄三山脊損重建協會經營管理高雄市髓喜家園,1,0,0,0
社團法人台灣惠安慈善會,1,0,0,0
中華民國牧愛生命協會,1,0,0,0
高雄市私立紅十字會育幼中心,1,0,0,0
高雄市飛雁創業協會,1,0,0,0
百世教育基金會,1,0,0,0
伊甸社會福利基金會南區服務處,1,0,0,0
伊甸社會福利基金會高雄市職業重建中心,1,0,0,0
台灣正念學學會,1,0,0,0
高雄市天主教加大博愛協會,1,0,0,0
社團法人高雄市忘憂草憂鬱防治協會,1,0,0,0
休休文教基金會,1,0,0,0
社團法人高雄市林園魔法屋愛鄉協會,1,0,0,0
高雄市文化教育讀書會,1,0,0,0
陽光社會福利基金會南區服務中心,1,0,0,0
高雄市志願服務協會,1,0,0,0
兒童福利聯盟文教基金會南區辦事處,1,0,0,0
中山管理教育基金會,1,0,0,0
高雄基督教信義醫院附設高雄市私立方舟養護之家,1,0,0,0
台灣世界展望會南區辦事處,1,0,0,0
社團法人中華民國坤志慈善會,1,0,0,0
高雄市自殺防治中心,1,0,0,0
財團法人鹿野苑慈善事業基金會,1,0,0,0
高雄市濃德看護慈善協會,1,0,0,0
新立護理之家,1,0,0,0
台灣國際教育資源網學會,1,0,0,0
社團法人台灣南方社會力聯盟,1,0,0,0
亞太公共事務論壇文教基金會,1,0,0,0
高雄市啟智協進會,1,0,0,0
高雄市身心障礙團體聯合總會,1,0,0,0
社團法人高雄市多重殘障協會,1,0,0,0
社團法人高雄市社會工作師公會,1,0,0,0
高雄市私立聖淵啟仁中心,1,0,0,0
高雄市心手相連關懷協會,1,0,0,0
社團法人台灣青少年性別文教會,1,0,0,0
救國團高雄市諮商輔導中心-「張老師」,1,0,0,0
財團法人高雄市三洋維士比集團教育基金會,1,0,0,0
中華民國唐氏症關愛者協會南區區會,1,0,0,0
高雄市正信佛教青年會附設觀音線協談中心,1,0,0,0
高雄市文化愛河協會,1,0,0,0
台灣幸福生活發展促進協會,1,0,0,0
社團法人高雄市小鄉社造志業聯盟,1,0,0,0
財團法人高雄市私立基督教山地育幼院,1,0,0,0
高雄市私立聖和老人長期照顧中心（養護型）,1,0,0,0
有限責任高雄縣日新照顧服務勞動合作社,1,0,0,0
社團法人高雄縣憨兒就業輔導協會,1,0,0,0
高雄市私立日新老人長期照顧中心(養護型),1,0,0,0
高雄市視而不見關懷協會,1,0,0,0
高雄市基督教哈利路亞生命關懷協會,1,0,0,0
台灣鑄造學會,1,0,0,0
財團法人高雄市私立濟眾老人養護中心,1,0,0,0
藍約翰文教基金會,1,0,0,0
健仁醫院(楠梓區社區健康營造中心),1,0,0,0
財團法人正德文教傳播基金會,1,0,0,0
高雄長庚紀念醫院社會服務課,1,0,0,0
社團法人高雄市弱勢家庭之友慈善協會,1,0,0,0
高雄縣脊髓損傷者協會,1,0,0,0
社團法人桃園縣單親家庭保護協會,1,0,0,0
紫竹林康復之家,1,0,0,0
財團法人伊甸社會福利基金會(高雄市旗山區兒童早期療育發展中心),1,0,0,0
行政院衛生署旗山醫院,1,0,0,0
獎卿護理展望基金會護理之家,1,0,0,0
佛光山慈悲社會福利基金會,1,0,0,0
台灣青年知識網路學會,1,0,0,0
行政院勞委會職訓局高雄區就業服務中心,1,0,0,0
社團法人高雄市基督教家庭服務協會,1,0,0,0
愛苗職涯動力整合協會,1,0,0,0
高雄市政府勞工局身心障礙者就業開發中心,1,0,0,0
財團法人犯罪被害人保護協會台灣高雄分會,1,0,0,0
高雄市服務與學習發展協會,1,0,0,0
華人艾瑞克森催眠治療學會,1,0,0,0
社團法人高雄市芬多精身心障礙關懷保護協會,1,0,0,0
行政院勞工委員會職業訓練局南區職業訓練中心,1,0,0,0
高雄市啟明協會,1,0,0,0
社團法人高雄市音律活化健康協會,1,0,0,0
辜金良文化基金會,1,0,0,0
佳欣婦幼醫院,1,0,0,0
中華民國社會服務協會,1,0,0,0
高雄市正薪關懷家庭協會,1,0,0,0
社團法人台灣希望之芽協會,1,0,0,0
社團法人高雄市新住民互助發展協會,1,0,0,0
高雄市關懷魚鱗癬協會,1,0,0,0
社團法人中華民國中小企業人力資源多元技能發展協會,1,0,0,0
財團法人八卦寮文教基金會,1,0,0,0
社團法人台灣凝愛關懷弱勢協會,1,0,0,0
高雄市立民生醫院,1,0,0,0
財團法人高雄市私立小天使家園,1,0,0,0
社團法人高雄市長期照顧專業協會,1,0,0,0
社團法人高雄市古嚴普濟會,1,0,0,0
高雄市仁武慈暉志願協會,1,0,0,0
高雄市仁武公共托嬰中心及育兒資源中心,1,0,0,0
社團法人高雄市兒童發展協會,1,0,0,0
高雄市和平大使協會,1,0,0,0
財團法人心路社會福利基金會-高雄分會,1,0,0,0
社團法人高雄市夢想城市發展協會,1,0,0,0
社團法人高雄市啟聰協進會,1,0,0,0
社團法人台灣弱勢希望協進會,1,0,0,0
高雄市崇文文教關懷協會,1,0,0,0
財團法人和春文教基金會,1,0,0,0
高雄市三民區正興社區發展協會,1,0,0,0
台灣世界青年志工協會,1,0,0,0
高雄市腦性麻痺服務協會,1,0,0,0
高雄市同愛社會福利關懷協會,1,0,0,0
社團法人中華新時代家園關懷協會,1,0,0,0
高雄市政府社會局婦女館女性圖書史料室,1,0,0,0
中華民國肌萎縮症病友協會,1,0,0,0
高雄市金齡協會,1,0,0,0
高雄市政府社會局婦女館,1,0,0,0
高雄市視障關懷發展協會,1,0,0,0
海外義工信息交流中心,1,0,0,0
財團法人高雄市私立典寶社會福利慈善事業基金會,1,0,0,0
文藻外語學院,1,0,0,0
社團法人高雄長期照顧人員福利促進協會,1,0,0,0
敬典文教基金會,1,0,0,0
高雄市福心經典教育協會,1,0,0,0
高雄市社區大學促進會,1,0,0,0
社團法人中華民國自殺防治協會,1,0,0,0
社團法人高雄市資訊培育協會,1,0,0,0
社團法人高雄市臨床心理師公會,1,0,0,0
高雄市長春老人關懷服務協會,1,0,0,0
高雄市佛教淨覺育幼院,1,0,0,0
台灣基督長老教會殘障關懷中心,1,0,0,0
社團法人高雄市鳳林觀音慈愛會,1,0,0,0
高雄市輔育人員職業工會,1,0,0,0
私立呈泰日間型精神復健機構,1,0,0,0
財團法人高雄市私立樂仁啟智中心,1,0,0,0
財團法人吳麥文教基金會,1,0,0,0
高雄市小港公共托育中心及育兒資源中心,1,0,0,0
公設民營高雄市大同社區照顧中心,1,0,0,0
高雄市彩色頁女性願景協會,1,0,0,0
台灣環保資源回收協會,1,0,0,0
社團法人台灣來去華語協會,1,0,0,0
高雄市注意力缺陷過動症協會,1,0,0,0
社團法人高雄市單親家庭互助協會,1,0,0,0
財團法人佛教慈恩育幼基金會,1,0,0,0
財團法人高雄市張啟華文化藝術基金會,1,0,0,0
高雄市社工人員協會,1,0,0,0
社團法人高雄縣幸福促進協會,1,0,0,0
社團法人高雄市善護關愛協會,1,0,0,0
高雄市佛臨濟助會,1,0,0,0
中華體驗學習發展協會,1,0,0,0
社團法人台灣性學會,1,0,0,0
義大醫療財團法人義大醫院社會服務課,1,0,0,0
財團法人高雄市私立慈德育幼院,1,0,0,0
台灣永續發展文教基金會,1,0,0,0
高雄市基督教青年會(YMCA),1,0,0,0
高雄市永安區公所委託財團法人高雄市私立聖和社會福利慈善基金會經營管理真善美養護家園,1,0,0,0
財團法人社會福利基金會,1,0,0,0
博正護理之家,1,0,0,0
高雄市私立康達家園,1,0,0,0
社團法人台灣群力權能發展協會,1,0,0,0
台灣志願服務國際交流協會,1,0,0,0
高雄市金融教育協會,1,0,0,0
財團法人高雄市私立愛森兒童發展中心,1,0,0,0
高雄市螢火蟲兒童服務育樂協會,1,0,0,0
高雄市悟善慈心協會,1,0,0,0
高雄市亞鐳慈善會,1,0,0,0
國軍左營總醫院,1,0,0,0
中外餅舖庇護工場,1,0,0,0
財團法人新時代賽斯教育基金會-高雄分會,1,0,0,0
財團法人雙福社會福利慈善事業基金會北高雄辦事處,1,0,0,0
高雄市舊城文化協會,1,0,0,0
財團法人千佛山慈善基金會,1,0,0,0
高雄市學習障礙教育協進會,1,0,0,0
社團法人高雄市社區照護服務關懷協會,1,0,0,0
有限責任高雄市育成照顧服務勞動合作社,1,0,0,0
社團法人高雄市鳳凰藝術發展協會,1,0,0,0
高雄市左營實踐公共托嬰中心及育兒資源中心,1,0,0,0
霐漟社會福利慈善事業基金會,1,0,0,0
永新老人養護中心,1,0,0,0
高雄縣靈雲功德會,1,0,0,0
財團法人愛心老人養護中心,1,0,0,0
台灣青少年與家庭輔導協會,1,0,0,0
高雄縣救難協會,1,0,0,0
月娥社區復健中心,1,0,0,0
高雄縣社區營造協會,1,0,0,0
靜和醫院燕巢分院,1,0,0,0
社團法人花蓮縣肢體傷殘福利協進會,1,0,0,0
花蓮縣政府社會處,1,0,0,0
中華民國救世慈善協會,1,0,0,0
花蓮縣青少年公益組織協會,1,0,0,0
台灣基督教門諾會醫療財團法人,1,0,0,0
財團法人基督教花蓮美崙浸信會附設花蓮縣私立飛揚少年成長中心,1,0,0,0
花蓮縣智障福利協進會,1,0,0,0
財團法人門諾社會服務慈善事業基金會,1,0,0,0
基督教門諾會花蓮善牧中心,1,0,0,0
黑潮海洋文教基金會,1,0,0,0
花蓮縣花蓮文化協會,1,0,0,0
佛教慈濟慈善事業基金會,1,0,0,0
財團法人愛心第二春文教基金會花蓮分事務所,1,0,0,0
台灣生命自救協會,1,0,0,0
財團法人基督教芥菜種會附設花蓮縣私立少年之家,1,0,0,0
花蓮縣社區大學文教基金會,1,0,0,0
社團法人中華民國無犯罪促進會,1,0,0,0
花蓮縣原住民族產業整合暨社會服務協會,1,0,0,0
中華民國新生活教育推廣協會,1,0,0,0
中華基督教總會附設花蓮縣私立長榮養護院,1,0,0,0
花蓮縣天心慈善關懷協會,1,0,0,0
社團法人花蓮縣兒童暨家庭關懷協會(兒家協會),1,0,0,0
新芽社會福利產業促進發展協會,1,0,0,0
中華民國慈恩慈善會,1,0,0,0
花蓮縣生態文化休閒創意產業永續發展協會,1,0,0,0
中華民國優格文化教育推廣學會,1,0,0,0
花蓮縣立化仁國民中學水璉分校,1,0,0,0
花蓮縣水璉國中,1,0,0,0
財團法人基督教芥菜種會附設花蓮縣私立主牧安養中心,1,0,0,0
花蓮縣大比大家庭關懷協會,1,0,0,0
花蓮縣私立聲遠老人養護之家,1,0,0,0
財團法人佛教私立禪光育幼院,1,0,0,0
花蓮縣秀林鄉布拉旦社區發展協會,1,0,0,0
財團法人中華基督長老會山宣總會附設花蓮縣私立原住民少年兒童之家,1,0,0,0
玉里榮民醫院(社工室),1,0,0,0
社團法人基隆市志願服務協會,1,0,0,0
基隆市生命線協會,1,0,0,0
基隆市政府學生輔導諮商中心,1,0,0,0
基隆市腎友協會,1,0,0,0
基隆恆安老人養護中心,1,0,0,0
伊甸基隆市身心障礙福利服務中心,1,0,0,0
基隆市身心障礙福利服務中心,1,0,0,0
大光兒少之家,1,0,0,0
基隆市私立基督教信心社會福利慈善事業基金會,1,0,0,0
基隆長庚醫院社服組,1,0,0,0
基隆市私立博愛仁愛之家,1,0,0,0
基隆市七礙聯盟協會,1,0,0,0
財團法人「張老師」基金會基隆「張老師」中心,1,0,0,0
基隆市自閉症家長協會,1,0,0,0
基隆市智障者家長協會,1,0,0,0
財團法人台灣聖公會基隆聖三一堂,1,0,0,0
財團法人犯罪被害人保護協會台灣基隆分會,1,0,0,0
基隆基督教青年會,1,0,0,0
基隆市肢體新生協會,1,0,0,0
財團法人嘉義市私立保康社會福利慈善事業基金會,1,0,0,0
財團法人天主教聖馬爾定醫院,1,0,0,0
財團法人台灣省私立嘉義仁愛之家,1,0,0,0
嘉義市政府社會處,1,0,0,0
嘉義市腦性痲痺協會,1,0,0,0
財團法人伊甸社會福利基金會嘉義社區發展中心,1,0,0,0
嘉義市私立晨光智能發展中心,1,0,0,0
財團法人台灣更生保護會嘉義分會,1,0,0,0
嘉義市智障福利協進會,1,0,0,0
天主教中華聖母社會福利慈善事業基金會,1,0,0,0
嘉義市家庭教育中心,1,0,0,0
嘉義縣若竹文教基金會,1,0,0,0
伊甸社會福利基金會嘉義服務中心,1,0,0,0
嘉義家庭扶助中心,1,0,0,0
財團法人嘉義市私立修緣育幼院,1,0,0,0
社團法人嘉義市家庭關懷協會,1,0,0,0
嘉義市腦性麻痺協會,1,0,0,0
嘉義市希望種子兒童暨青少年成長協會,1,0,0,0
嘉義市私立瑞泰老人長期照護中心,1,0,0,0
台灣省私立嘉義濟美仁愛之家,1,0,0,0
嘉義市政府社會局,1,0,0,0
嘉義基督教醫院,1,0,0,0
嘉義基督教醫院嘉義市居家服務中心,1,0,0,0
鄒族文化藝術基金會,1,0,0,0
台灣生死輔導學會,1,0,0,0
聖心教養院,1,0,0,0
社團法人台灣路得關懷發展協會,1,0,0,0
嘉義縣私立一心教養院,1,0,0,0
嘉義縣私立仲埔教養院,1,0,0,0
戴德森醫療財團法人嘉義基督教醫院嘉義縣居家服務中心,1,0,0,0
財團法人雙福社會福利慈善事業基金會嘉義辦事處,1,0,0,0
永齡希望小學中正分校,1,0,0,0
嘉義縣智障者家長協會,1,0,0,0
嘉義縣志願服務協會,1,0,0,0
長庚紀念醫院嘉義分院社會服務課,1,0,0,0
社團法人嘉義縣聽語多重障礙福利協進會,1,0,0,0
嘉義縣新知婦女協進會,1,0,0,0
財團法人天主教會嘉義教區附設嘉義縣私立敏道家園,1,0,0,0
行政院衛生署朴子醫院,1,0,0,0
社團法人嘉義縣慈善團體聯合協會,1,0,0,0
財團法人嘉義縣私立開元殿福松老人養護中心,1,0,0,0
嘉義縣板陶窯文化發展協會,1,0,0,0
新港扶緣殘障聯誼會,1,0,0,0
財團法人薪傳教育基金會,1,0,0,0
嘉義縣昇平關懷弱智人協進會,1,0,0,0
財團法人晨光社會福利基金會附設金門縣私立晨光教養家園,1,0,0,0
社團法人金門縣青少年暨兒童關懷協會,1,0,0,0
金門縣立福田家園,1,0,0,0
苗栗縣聲暉協進會,1,0,0,0
苗栗縣智障福利協進會,1,0,0,0
苗栗縣政府社會局,1,0,0,0
苗栗縣生命線協會,1,0,0,0
中華民國紅十字會台灣省苗栗縣支會,1,0,0,0
大千綜合醫院南勢分院,1,0,0,0
苗栗縣婦女會,1,0,0,0
財團法人苗栗縣私立徐月蘭社會福利慈善事業基金會,1,0,0,0
苗栗縣私立幼安教養院,1,0,0,0
苗栗縣社區大學,1,0,0,0
法律扶助基金會苗栗分會,1,0,0,0
苗栗縣私立廣愛教養院,1,0,0,0
財團法人苗栗縣私立明德教養院,1,0,0,0
微笑家園康復之家,1,0,0,0
財團法人台灣省天主教會新竹教區附設苗栗縣私立聖方濟育幼院,1,0,0,0
仁德醫護管理專科學校學生輔導中心,1,0,0,0
社團法人苗栗縣盲友愛心協進會,1,0,0,0
基督教苗栗甘泉文教協會,1,0,0,0
伊甸基金會苗栗服務中心,1,0,0,0
生命之愛文教基金會,1,0,0,0
財團法人苗栗縣私立協和社會福利慈善事業基金會,1,0,0,0
苗栗縣私立親民啟能養院,1,0,0,0
苗栗縣私立華嚴啟能中心,1,0,0,0
公設民營苗栗縣苑裡社區老人養護中心,1,0,0,0
苗栗縣生命關懷扶助協會,1,0,0,0
財團法人苗栗縣私立德芳教養院,1,0,0,0
苗栗縣脊髓損傷者協會,1,0,0,0
苗栗縣私立聖家啟智中心,1,0,0,0
南投縣幼兒托育職業工會,1,0,0,0
衛生署南投醫院,1,0,0,0
社團法人南投縣新南投婦女之友會,1,0,0,0
南投市傑瑞老人安養中心,1,0,0,0
中華民國紅十字會南投縣支會,1,0,0,0
南投縣家庭照顧者關懷協會,1,0,0,0
南投縣褓姆學會,1,0,0,0
南投縣發展遲緩兒童早期療育通報轉介暨個管中心,1,0,0,0
南投縣樂齡生活關懷協會,1,0,0,0
南投市公所(生活重建服務中心）,1,0,0,0
千禧龍青年基金會,1,0,0,0
財團法人台灣更生保護會南投分會,1,0,0,0
財團法人犯罪被害人保護協會台灣南投分會,1,0,0,0
財團法人台灣兒童暨家庭扶助基金會附設南投縣私立家扶希望學園,1,0,0,0
新故鄉文教基金會,1,0,0,0
國立暨南國際大學社會政策與社會工作學系,1,0,0,0
國立暨南國際大學學務處諮商中心,1,0,0,0
利河伯社會福利基金會附設台灣省私立基督仁愛之家,1,0,0,0
台灣社會工作實務發展協會,1,0,0,0
愚人之友社會福利慈善事業基金會,1,0,0,0
社團法人中國真佛宗華光功德會,1,0,0,0
社團法人南投縣臻晴社會福祉關懷協會,1,0,0,0
台灣省玉德慈善會,1,0,0,0
群力康復之家,1,0,0,0
南投縣基督教青年會(YMCA),1,0,0,0
行政院衛生署草屯療養院社服室,1,0,0,0
南投縣生活重建協會,1,0,0,0
南投縣慈慧善行協會,1,0,0,0
南投縣鹿谷鄉清水溝重建工作協會,1,0,0,0
南投縣社會福利工作協會,1,0,0,0
傑瑞社會福利基金會,1,0,0,0
社團法人南投縣以琳社會福利關懷協會,1,0,0,0
中國青年救國團直屬台灣省南投縣團務指導委員會,1,0,0,0
伊甸社會福利基金會南投921庇護工場,1,0,0,0
信義鄉生活重建服務中心,1,0,0,0
南投縣中寮鄉龍眼林福利協會,1,0,0,0
南投縣社區家庭支援協會,1,0,0,0
竹山秀傳醫院,1,0,0,0
天主教會南投縣私立玫瑰啟能訓練中心,1,0,0,0
社團法人南投縣希望天使啟蒙學會,1,0,0,0
財團法人台灣兒童暨家庭扶助基金會澎湖分事務所,1,0,0,0
衛生福利部澎湖老人之家,1,0,0,0
澎湖縣照顧服務協會,1,0,0,0
天主教惠民啟智中心,1,0,0,0
社團法人澎湖康復之友協會,1,0,0,0
財團法人台灣更生保護會澎湖分會,1,0,0,0
屏東基督教勝利之家,1,0,0,0
屏東基督教醫院,1,0,0,0
財團法人屏東縣私立清境家園社會福利慈善事業基金會,1,0,0,0
屏東縣家庭諮商中心,1,0,0,0
屏東縣啟智協進會,1,0,0,0
屏北區發展遲緩兒童及身心障礙者通報轉介暨個案管理中心,1,0,0,0
國立屏東師範學院教育基金會,1,0,0,0
國立屏東大學教育學院社區諮商中心,1,0,0,0
屏東縣私立基督教伯大尼之家,1,0,0,0
屏東基督教伯大尼之家,1,0,0,0
內政部南區老人之家,1,0,0,0
民眾醫院,1,0,0,0
屏東家庭扶助中心,1,0,0,0
行政院衛生署屏東醫院附設博正護理之家,1,0,0,0
屏東縣政府社會處,1,0,0,0
恆春基督教醫院,1,0,0,0
